"","license_class","trips_per_day","farebox_per_day","unique_drivers","unique_vehicles","vehicles_per_day","avg_days_vehicles_on_road","avg_hours_per_day_per_vehicle","avg_days_drivers_on_road","avg_hours_per_day_per_driver","avg_minutes_per_trip","percent_of_trips_paid_with_credit_card","trips_per_day_shared","month_year","month_year1","trips_per_month","month_date","farebox_per_month","week","trips_per_week","year","farebox_per_week","total_trips_per_day","shared_trips_per_day_percent"
"633","Yellow",393886,5614089,30327,13379,12828,29.7,13.6,22.2,8,15,0.67,NA,"2016-03",Mar 2016,12210466,2016-03-28,174036759,"13",2757202,"2016",39298623,NA,NA
"634","Yellow",392470,5427875,29564,13339,12718,27.7,13.4,20.8,8,14.6,0.67,NA,"2016-02",Feb 2016,11381630,2016-02-28,157408375,"08",2747290,"2016",37995125,NA,NA
"635","Yellow",351816,4886897,29276,13347,12244,28.4,12.7,21,7.9,15.4,0.66,NA,"2016-01",Jan 2016,10906296,2016-01-28,151493807,"04",2462712,"2016",34208279,NA,NA
"636","Yellow",369686,5425880,29917,13429,12641,29.2,13.2,22,7.9,18.4,0.63,NA,"2015-12",Dec 2015,11460266,2015-12-28,168202280,"52",2587802,"2015",37981160,NA,NA
"637","Yellow",377076,5502861,30270,13428,12732,28.4,13.3,21.3,7.9,20.4,0.64,NA,"2015-11",Nov 2015,11312280,2015-11-28,165085830,"47",2639532,"2015",38520027,NA,NA
"638","Yellow",397244,5856687,30104,13436,12787,29.5,13.7,22.4,8.1,17.3,0.64,NA,"2015-10",Oct 2015,12314564,2015-10-28,181557297,"43",2780708,"2015",40996809,NA,NA
"639","Yellow",374156,5520038,29912,13423,12523,28,13.2,20.8,8,16.5,0.62,NA,"2015-09",Sep 2015,11224680,2015-09-28,165601140,"39",2619092,"2015",38640266,NA,NA
"640","Yellow",359029,5200177,29688,13442,12579,29,13.1,21.7,7.9,16.1,0.61,NA,"2015-08",Aug 2015,11129899,2015-08-28,161205487,"34",2513203,"2015",36401239,NA,NA
"641","Yellow",372979,5392570,29999,13490,12599,29,13.1,21.8,7.9,15.7,0.62,NA,"2015-07",Jul 2015,11562349,2015-07-28,167169670,"30",2610853,"2015",37747990,NA,NA
"642","Yellow",410831,6014938,30829,13549,12990,28.8,13.8,21.9,8,16.9,0.63,NA,"2015-06",Jun 2015,12324930,2015-06-28,180448140,"25",2875817,"2015",42104566,NA,NA
"643","Yellow",424459,6239552,31442,13580,13006,29.7,14.1,22.4,8.1,16.4,0.62,NA,"2015-05",May 2015,13158229,2015-05-28,193426112,"21",2971213,"2015",43676864,NA,NA
"644","Yellow",435701,6226205,31574,13577,13098,28.9,14.2,21.9,8.1,16.9,0.63,NA,"2015-04",Apr 2015,13071030,2015-04-28,186786150,"17",3049907,"2015",43583435,NA,NA
"645","Yellow",430669,6076181,31610,13584,13030,29.7,14,22.3,8,16.8,0.63,NA,"2015-03",Mar 2015,13350739,2015-03-28,188361611,"12",3014683,"2015",42533267,NA,NA
"646","Yellow",444633,6097785,30969,13617,12979,26.7,14.1,20.3,8.1,15.8,0.64,NA,"2015-02",Feb 2015,12449724,2015-02-28,170737980,"08",3112431,"2015",42684495,NA,NA
"647","Yellow",411238,5442278,31236,13633,12721,28.9,13.4,21.5,7.9,15,0.62,NA,"2015-01",Jan 2015,12748378,2015-01-28,168710618,"04",2878666,"2015",38095946,NA,NA
"648","Yellow",419776,5868025,32048,13642,13041,29.6,13.9,22.3,7.9,14,0.57,NA,"2014-12",Dec 2014,13013056,2014-12-28,181908775,"51",2938432,"2014",41076175,NA,NA
"649","Yellow",440576,6113253,32260,13642,13095,28.8,14.3,21.8,8,13.8,0.59,NA,"2014-11",Nov 2014,13217280,2014-11-28,183397590,"47",3084032,"2014",42792771,NA,NA
"650","Yellow",459087,6432093,32091,13665,13162,29.9,14.5,22.7,8.1,13.8,0.59,NA,"2014-10",Oct 2014,14231697,2014-10-28,199394883,"43",3213609,"2014",45024651,NA,NA
"651","Yellow",445782,6284615,32191,13647,13087,28.8,14.3,21.7,8.1,13.9,0.59,NA,"2014-09",Sep 2014,13373460,2014-09-28,188538450,"38",3120474,"2014",43992305,NA,NA
"652","Yellow",409305,5709153,31429,13622,12919,29.4,13.8,22.2,7.9,13.1,0.56,NA,"2014-08",Aug 2014,12688455,2014-08-28,176983743,"34",2865135,"2014",39964071,NA,NA
"653","Yellow",422771,5832040,31515,13633,12943,29.4,13.8,22.5,7.8,13,0.56,NA,"2014-07",Jul 2014,13105901,2014-07-28,180793240,"30",2959397,"2014",40824280,NA,NA
"654","Yellow",460393,6490355,32747,13651,13154,28.9,14.6,22,8,13.6,0.57,NA,"2014-06",Jun 2014,13811790,2014-06-28,194710650,"25",3222751,"2014",45432485,NA,NA
"655","Yellow",476569,6718530,33060,13581,13098,29.9,14.9,22.7,8.1,13.6,0.56,NA,"2014-05",May 2014,14773639,2014-05-28,208274430,"21",3335983,"2014",47029710,NA,NA
"656","Yellow",487275,6613192,33086,13524,13074,29,15,22,8.1,12.9,0.56,NA,"2014-04",Apr 2014,14618250,2014-04-28,198395760,"17",3410925,"2014",46292344,NA,NA
"657","Yellow",497661,6612023,33229,13442,13020,30,15.1,22.6,8.1,12.4,0.57,NA,"2014-03",Mar 2014,15427491,2014-03-28,204972713,"12",3483627,"2014",46284161,NA,NA
"658","Yellow",466522,6122310,32634,13376,12852,26.9,14.6,20.2,8,12.6,0.59,NA,"2014-02",Feb 2014,13062616,2014-02-28,171424680,"08",3265654,"2014",42856170,NA,NA
"659","Yellow",444537,5790713,32775,13366,12778,29.6,14.1,21.9,7.8,12.2,0.56,NA,"2014-01",Jan 2014,13780647,2014-01-28,179512103,"04",3111759,"2014",40534991,NA,NA
"660","Yellow",450634,6176199,33335,13356,12858,29.8,14.5,22.2,7.8,13.1,0.53,NA,"2013-12",Dec 2013,13969654,2013-12-28,191462169,"51",3154438,"2013",43233393,NA,NA
"661","Yellow",479527,6470910,33191,13336,12926,29.1,15,21.9,8,12.9,0.55,NA,"2013-11",Nov 2013,14385810,2013-11-28,194127300,"47",3356689,"2013",45296370,NA,NA
"662","Yellow",483921,6648711,33417,13334,12962,30.1,15,22.5,8.1,13.1,0.56,NA,"2013-10",Oct 2013,15001551,2013-10-28,206110041,"43",3387447,"2013",46540977,NA,NA
"663","Yellow",470147,6493533,33292,13340,12881,29,14.9,21.5,8,13.1,0.55,NA,"2013-09",Sep 2013,14104410,2013-09-28,194805990,"38",3291029,"2013",45454731,NA,NA
"664","Yellow",406246,5553989,32388,13318,11959,27.8,14.2,20.7,7.9,0,0.54,NA,"2013-08",Aug 2013,12593626,2013-08-28,172173659,"34",2843722,"2013",38877923,NA,NA
"665","Yellow",445861,5983709,32748,13327,12830,29.8,14.3,22.2,7.8,12.5,0.53,NA,"2013-07",Jul 2013,13821691,2013-07-28,185494979,"29",3121027,"2013",41885963,NA,NA
"666","Yellow",479148,6555608,33452,13341,12922,29.1,15,21.7,8,13,0.54,NA,"2013-06",Jun 2013,14374440,2013-06-28,196668240,"25",3354036,"2013",45889256,NA,NA
"667","Yellow",492962,6744373,33267,13334,12929,30.1,15.1,22.5,8.1,13,0.53,NA,"2013-05",May 2013,15281822,2013-05-28,209075563,"21",3450734,"2013",47210611,NA,NA
"668","Yellow",503249,6714891,33084,13343,12949,29.1,15.1,21.9,8.1,12.4,0.54,NA,"2013-04",Apr 2013,15097470,2013-04-28,201446730,"16",3522743,"2013",47004237,NA,NA
"669","Yellow",507914,6646912,32965,13334,12927,30.1,15,22.5,8.1,12,0.53,NA,"2013-03",Mar 2013,15745334,2013-03-28,206054272,"12",3555398,"2013",46528384,NA,NA
"670","Yellow",499556,6356651,32052,13338,12867,27,14.6,20.4,8.1,11.7,0.54,NA,"2013-02",Feb 2013,13987568,2013-02-28,177986228,"08",3496892,"2013",44496557,NA,NA
"671","Yellow",476544,6045087,32213,13344,12863,29.9,14.4,22.3,8,11.4,0.52,NA,"2013-01",Jan 2013,14772864,2013-01-28,187397697,"04",3335808,"2013",42315609,NA,NA
"672","Yellow",474005,6326604,32257,13346,12806,29.7,14.6,22.4,8,12.5,0.49,NA,"2012-12",Dec 2012,14694155,2012-12-28,196124724,"52",3318035,"2012",44286228,NA,NA
"673","Yellow",459114,6094937,31701,13324,12551,28.3,14.2,21.3,7.9,12.5,0.5,NA,"2012-11",Nov 2012,13773420,2012-11-28,182848110,"48",3213798,"2012",42664559,NA,NA
"674","Yellow",468377,6346508,32104,13328,12555,29.2,14.6,22,8.1,12.8,0.5,NA,"2012-10",Oct 2012,14519687,2012-10-28,196741748,"43",3278639,"2012",44425556,NA,NA
"675","Yellow",484783,6512203,31698,13322,12826,28.9,14.9,22,8.2,12.8,0.5,NA,"2012-09",Sep 2012,14543490,2012-09-28,195366090,"39",3393481,"2012",45585421,NA,NA
"676","Yellow",463841,5357572,30777,13318,12785,29.8,14.4,22.8,8.1,12.3,0.48,NA,"2012-08",Aug 2012,14379071,2012-08-28,166084732,"35",3246887,"2012",37503004,NA,NA
"677","Yellow",463784,5292247,31174,13320,12773,29.7,14.4,22.7,8.1,12.2,0.48,NA,"2012-07",Jul 2012,14377304,2012-07-28,164059657,"30",3246488,"2012",37045729,NA,NA
"678","Yellow",503139,5831841,31561,13332,12940,29.1,15.1,22.6,8.3,12.8,0.48,NA,"2012-06",Jun 2012,15094170,2012-06-28,174955230,"26",3521973,"2012",40822887,NA,NA
"679","Yellow",502097,5838542,31723,13325,12887,30,15.1,23,8.3,12.9,0.47,NA,"2012-05",May 2012,15565007,2012-05-28,180994802,"22",3514679,"2012",40869794,NA,NA
"680","Yellow",515848,5861876,31579,13319,12864,29,15.1,22.2,8.3,12.2,0.47,NA,"2012-04",Apr 2012,15475440,2012-04-28,175856280,"17",3610936,"2012",41033132,NA,NA
"681","Yellow",520764,5860835,31401,13320,12927,30.1,15.1,23.2,8.3,12,0.48,NA,"2012-03",Mar 2012,16143684,2012-03-28,181685885,"13",3645348,"2012",41025845,NA,NA
"682","Yellow",516585,5655691,30803,13317,12896,28.1,14.9,21.8,8.3,11.6,0.48,NA,"2012-02",Feb 2012,14980965,2012-02-28,164015039,"09",3616095,"2012",39589837,NA,NA
"683","Yellow",482811,5220456,30944,13317,12588,29.3,14.5,22.3,8.2,11.3,0.47,NA,"2012-01",Jan 2012,14967141,2012-01-28,161834136,"04",3379677,"2012",36543192,NA,NA
"684","Yellow",481410,5493999,31196,13323,12830,29.9,14.7,22.9,8.2,12.7,0.43,NA,"2011-12",Dec 2011,14923710,2011-12-28,170313969,"52",3369870,"2011",38457993,NA,NA
"685","Yellow",484122,5572296,31022,13319,12858,29,14.7,22.3,8.2,12.9,0.44,NA,"2011-11",Nov 2011,14523660,2011-11-28,167168880,"48",3388854,"2011",39006072,NA,NA
"686","Yellow",506532,5790312,31341,13322,12857,29.9,15,23,8.3,12.7,0.45,NA,"2011-10",Oct 2011,15702492,2011-10-28,179499672,"43",3545724,"2011",40532184,NA,NA
"687","Yellow",487470,5687581,30917,13313,12797,28.8,14.9,22.2,8.3,13.1,0.44,NA,"2011-09",Sep 2011,14624100,2011-09-28,170627430,"39",3412290,"2011",39813067,NA,NA
"688","Yellow",427740,4851734,30144,13295,12216,28.5,13.9,21.9,8,12.1,0.44,NA,"2011-08",Aug 2011,13259940,2011-08-28,150403754,"34",2994180,"2011",33962138,NA,NA
"689","Yellow",475475,5350809,30683,13270,12612,29.5,14.6,22.6,8.3,12.1,0.43,NA,"2011-07",Jul 2011,14739725,2011-07-28,165875079,"30",3328325,"2011",37455663,NA,NA
"690","Yellow",503152,5743238,31094,13285,12760,28.8,15.1,22.4,8.3,12.6,0.43,NA,"2011-06",Jun 2011,15094560,2011-06-28,172297140,"26",3522064,"2011",40202666,NA,NA
"691","Yellow",501708,5730613,31259,13291,12745,29.7,14.9,22.8,8.3,12.5,0.42,NA,"2011-05",May 2011,15552948,2011-05-28,177649003,"21",3511956,"2011",40114291,NA,NA
"692","Yellow",490577,5456034,31022,13302,12178,27.5,15.1,21.3,8.4,12.1,0.42,NA,"2011-04",Apr 2011,14717310,2011-04-28,163681020,"17",3434039,"2011",38192238,NA,NA
"693","Yellow",518212,5717207,30960,13288,12852,30,15,23.1,8.4,11.9,0.43,NA,"2011-03",Mar 2011,16064572,2011-03-28,177233417,"13",3627484,"2011",40020449,NA,NA
"694","Yellow",507167,5474959,30359,13253,12678,26.8,14.9,20.8,8.4,11.8,0.43,NA,"2011-02",Feb 2011,14200676,2011-02-28,153298852,"09",3550169,"2011",38324713,NA,NA
"695","Yellow",434297,4661317,29682,12798,11624,28.2,14.4,21.4,8.2,11.7,0.41,NA,"2011-01",Jan 2011,13463207,2011-01-28,144500827,"04",3040079,"2011",32629219,NA,NA
"696","Yellow",445727,4985892,29414,12491,11612,28.8,14.7,21.9,8.2,12.6,0.38,NA,"2010-12",Dec 2010,13817537,2010-12-28,154562652,"52",3120089,"2010",34901244,NA,NA
"697","Yellow",463701,5165797,29348,12347,11876,28.9,14.8,21.9,8.2,12.2,0.39,NA,"2010-11",Nov 2010,13911030,2010-11-28,154973910,"47",3245907,"2010",36160579,NA,NA
"698","Yellow",457996,5122617,29128,12268,11271,28.5,15.3,21.9,8.4,12.3,0.39,NA,"2010-10",Oct 2010,14197876,2010-10-28,158801127,"43",3205972,"2010",35858319,NA,NA
"699","Yellow",517972,5827246,28989,12221,11765,28.9,14.7,21.7,8.3,12.3,0.38,NA,"2010-09",Sep 2010,15539160,2010-09-28,174817380,"39",3625804,"2010",40790722,NA,NA
"700","Yellow",404115,4490108,28574,12206,11224,28.5,14.4,21.5,8.1,11.8,0.37,NA,"2010-08",Aug 2010,12527565,2010-08-28,139193348,"34",2828805,"2010",31430756,NA,NA
"701","Yellow",472752,5216891,30562,13307,12457,29,14.5,22.3,8.2,0,0.37,NA,"2010-07",Jul 2010,14655312,2010-07-28,161723621,"30",3309264,"2010",36518237,NA,NA
"702","Yellow",494137,5503949,30812,13305,12671,28.6,14.9,22.2,8.3,0,0.36,NA,"2010-06",Jun 2010,14824110,2010-06-28,165118470,"26",3458959,"2010",38527643,NA,NA
"703","Yellow",499374,5561218,30950,13309,12729,29.6,14.8,22.7,8.3,0,0.35,NA,"2010-05",May 2010,15480594,2010-05-28,172397758,"21",3495618,"2010",38928526,NA,NA
"704","Yellow",504798,5502545,30827,13326,12856,28.9,14.8,22.3,8.3,0,0.35,NA,"2010-04",Apr 2010,15143940,2010-04-28,165076350,"17",3533586,"2010",38517815,NA,NA
"705","Yellow",415567,3011750,28709,12183,10382,26.4,15.1,20.4,8.3,11.5,0.35,NA,"2010-03",Mar 2010,12882577,2010-03-28,93364250,"12",2908969,"2010",21082250,NA,NA
"706","Yellow",397969,3392416,28255,12171,10045,23.1,14.6,17.6,8.3,11.1,0.35,NA,"2010-02",Feb 2010,11143132,2010-02-28,94987648,"08",2785783,"2010",23746912,NA,NA
"707","Yellow",479376,4968817,30659,13305,12727,29.7,14.3,22.5,8.2,0,0.32,NA,"2010-01",Jan 2010,14860656,2010-01-28,154033327,"04",3355632,"2010",34781719,NA,NA
